titles,distros,department,time,location,professor,description,courseNum,meet
Intermediate Spanish II,LNG ,Spanish (& Portuguese UG) ,9:45am-11:00am,"Axinn Center 220 (AXN 220)
		",Marta Manrique-Gomez ,"
A course for students seeking to perfect their academic writing skills in Spanish. The course is also an introduction to literary analysis and critical writing and will include reading and oral discussion of literary texts. The course will also include a thorough review of grammar at a fairly advanced level. This course may be used to fulfill the foreign languages distribution requirement. (SPAN 0201, SPAN 0210, or placement) 3 hrs. lect./disc. ",SPAN0220B-F25,"Tuesday, Thursday (Sep 8, 2025 to Dec 8, 2025)"
Intermediate Spanish II,LNG ,Spanish (& Portuguese UG) ,1:10pm-2:00pm,"Library 230 (LIB 230)
		",Luis Castaneda ,"
A course for students seeking to perfect their academic writing skills in Spanish. The course is also an introduction to literary analysis and critical writing and will include reading and oral discussion of literary texts. The course will also include a thorough review of grammar at a fairly advanced level. This course may be used to fulfill the foreign languages distribution requirement. (SPAN 0201, SPAN 0210, or placement) 3 hrs. lect./disc. ",SPAN0220C-F25,"Monday, Wednesday, Friday (Sep 8, 2025 to Dec 8, 2025)"
Spanish in Context: Practicing Advanced Grammar,,Spanish (& Portuguese UG) ,NA,Main,,"
In this practice-based course, students who have a genuine interest in acquiring a deeper knowledge of grammar will be challenged to take control of their Spanish. Through a variety of tasks designed to contextualize and problematize key grammatical points—including both input and output in spoken and written language—we will not only work to improve linguistic competency but will also confront important issues dealing with interactional, intercultural, and metalinguistic competencies. Students will be expected to draw from their experiences with Spanish in and out of the classroom at Middlebury. (This is a half credit course.) (SPAN 0220 or SPAN 0250) 3 hrs. lect./disc. ",SPAN0299A-F25,TBD
Ideas and Cultures of the Southern Cone,AMR CW LIT LNG ,Spanish (& Portuguese UG) ,9:45am-10:35am,"Library 230 (LIB 230)
		",Nicolas Poppe ,"
What’s in a name? A sub-region of Latin America, the Southern Cone consists of three countries marked by cultural, geographical, historical, sociopolitical (dis)connection. In this course we will approach Argentina, Chile, and Uruguay not only as nations, but as a region with extensive transnational connections. Through analysis of a wide-range of cultural products like Ercilla’s early modern epic poem La Araucana, Figari’s paintings depicting candombé culture, and films of the New Argentine Cinema, we will study aspects of the cultural identities and intellectual histories of these countries and the region. (SPAN 0220 or placement) 3 hrs. lect./disc ",SPAN0307A-F25,"Monday, Wednesday, Friday (Sep 8, 2025 to Dec 8, 2025)"
Hispanic Film,ART CMP LNG ,Spanish (& Portuguese UG) ,8:40am-9:30am,"Axinn Center 104 (AXN 104)
		",Enrique Garcia ,"
The cinema is a space of social interaction, of entertainment, of bodily (dis)pleasure, of cultural critique, of commerce, of many things. In this course we will study, with a focus on comparative analysis, the text and context of films produced throughout the Hispanic world. Through examining the work of filmmakers from diverse backgrounds, we will closely analyze film form and engage key debates in film theory such as authorship, genre (comedy, documentary, melodrama, etc.), and (trans)national cinema, as well as explore the ways in which class, culture, disability, history, politics, race, and sexuality are represented cinematically. Critical, scholarly, and theoretical readings will supplement film viewings. (SPAN 0220 or placement) 3 hrs. lect./disc. ",SPAN0315A-F25,"Monday, Wednesday, Friday (Sep 8, 2025 to Dec 8, 2025)"
Introduction to Hispanic Linguistics,CMP LNG SOC ,Luso-Hispanic Studies ,9:45am-11:00am,"Munroe Hall 317 (MNR 317)
		",Brandon Baird ,"
This course is an introduction to the theory and methodology of linguistics as applied to the study of Spanish. The course’s goals are to understand the basic characteristics of human language (and of Spanish in particular), and to learn the techniques used to describe and explain linguistic phenomena. We will study the sound system (phonetics/phonology), the structure of words (morphology), the construction of sentences (syntax), as well as the history and sociolinguistic variation of the Spanish language, as spoken in communities in Europe, Latin America, and Northern America. We will examine texts, speech samples, and songs, illustrating these linguistic phenomena. (SPAN 0220 or placement) 3 hrs. lect./disc. ",SPAN0322A-F25,"Tuesday, Thursday (Sep 8, 2025 to Dec 8, 2025)"
Youth Cultures in Contemporary Spain,EUR LNG SOC ,Luso-Hispanic Studies ,11:15am-12:30pm,"Library 230 (LIB 230)
		",Laura Lesta Garcia ,"
In this course we will explore youth cultures in contemporary Spain (1980-2016). In 1985 the Spanish punk rock band Siniestro Total wrote the song “I Will Dance On Your Grave”, a metaphor for the end of the dictatorship and the beginning of “freedom”. We will explore the colorful Movida (80s), the grunge movement (90s), queer cultures (2000s), and the disenchantment (2010s). All these events will be framed in a global context and accompanied by critical theory. Through literature, comics, film, arts, and music, we will discuss issues of sexuality, drugs, family, gender, and politics. (SPAN 0220 or equivalent). 3 hrs. lect./disc. ",SPAN0331A-F25,"Monday, Wednesday (Sep 8, 2025 to Dec 8, 2025)"
"A Spanish Culture Through Art: Velázquez, Goya, Picasso, and Dali",ART EUR LNG ,Spanish (& Portuguese UG) ,11:15am-12:30pm,"Axinn Center 220 (AXN 220)
		",Marta Manrique-Gomez ,"
In this course we will study the rich artistic heritage of Spain by examining in depth the life and works of the four most internationally renowned Spanish Artists of all times: Velázquez, Goya, Picasso, and Dalí. Our objective will be to go beyond knowledge of the peculiarities or style of each artist. We will seek to relate the images represented in the paintings to Spanish culture of the various periods, identify their prevailing values and ideas, and discover what the artists teach us about Spain and its contributions to Western civilization. In addition, we will explore the legacy they have left behind, a fact that makes possible a continuous artistic resurgence generation after generation. We will visit virtually El Prado Museum, Thyssen Bornemisza Museum, Reina Sofía Museum, and Salvador Dalí Museum. (SPAN 0220 or placement) 3 hrs. lect./disc. ",SPAN0332A-F25,"Tuesday, Thursday (Sep 8, 2025 to Dec 8, 2025)"
Introduction to the U.S.-Mexico Borderlands,AMR LNG SOC ,Spanish (& Portuguese UG) ,12:45pm-2:00pm,"Munroe Hall 217 (MNR 217)
		",,"
The U.S.-Mexico borderland is a region of profound cultural and political significance, where connections and divisions have shaped the historical and contemporary landscape. In this course we will explore various forms of border crossing—geographical, racial, cultural, sexual, linguistic, and gendered. We will examine the history of the border, beginning with the Treaty of Guadalupe Hidalgo, the implementation of NAFTA, and the recent crisis of child detainment at the border. Through a combination of readings, music, film, and class discussions, we will analyze how the border is represented in cultural texts and how these portrayals bridge and exacerbate social differences. We will also explore how state and community institutions respond to and navigate these diverse forms of border crossings.3 hrs. lect./disc. ",SPAN0372A-F25,"Monday, Wednesday (Sep 8, 2025 to Dec 8, 2025)"
The Cannibal is You!,AMR CMP LNG ,Spanish (& Portuguese UG) ,12:45pm-2:00pm,"Library 201 (LIB 201)
		",Patricia Saldarriaga ,"
In this course we will explore the cultural significance of cannibalism. Although the concept has existed since Antiquity, the term was invented during Colonial times precisely for purposes of otherization. We will read colonial sources, study images that circulated depicting Americans as cannibals, and consider anthropological and critical studies in order to understand the connections between cannibalism and concepts of race, gender, class, and disability. We will then be in a better position to delve into contemporary fiction (e.g., Bazterrica’s Cadáver exquisito), visual culture and cinema on cannibalism from Latin America and beyond. (e.g., Somos lo que hay, Ravenous, Estômago, American Carnage, Cerdita, Bones and All). ",SPAN0411A-F25,"Monday, Wednesday (Sep 8, 2025 to Dec 8, 2025)"
Bilingualism in the Spanish-Speaking World,CMP LNG SOC ,Luso-Hispanic Studies ,12:45pm-2:00pm,"Munroe Hall 317 (MNR 317)
		",Brandon Baird ,"
What does it mean to be bilingual? In this course we will study bilingualism with a special emphasis on Spanish-speaking bilinguals in Europe, Latin America, and the United States. Course topics will include social, political, linguistic, and psychological aspects of bilingualism. Special attention will be paid to societal bilingualism, language use among a group or community, individual bilingualism, how an individual’s language use changes in different contexts and throughout an individual’s lifespan, and government and educational policies throughout the Spanish-speaking world. We will study texts, speech samples, and media that highlight different aspects of bilingualism. (At least two Spanish courses at the 0300 level or above, or by waiver) (not open to students who have taken SPAN/LNGT 0377) 3 hrs. lect./disc. ",SPAN0422A-F25,"Tuesday, Thursday (Sep 8, 2025 to Dec 8, 2025)"
